450,661,524,706
449,659,522,704
447,658,521,704
449,659,521,704
448,659,522,705
450,660,519,703
449,659,521,704
449,660,522,704
450,659,520,702
449,659,520,703
449,659,519,704
449,659,520,703
449,660,520,703
447,660,521,702
448,658,521,703
450,663,522,706
449,660,521,702
449,660,520,703
449,661,523,702
447,659,521,703
449,661,521,704
449,660,519,702
443,651,513,693
447,659,522,703
448,660,523,703
449,660,522,703
449,660,523,703
449,659,520,703
449,658,520,704
448,656,521,703
450,663,523,702
448,659,519,703
449,660,521,703
449,659,520,703
449,659,518,702
449,658,522,703
449,660,521,702
443,653,515,695
449,657,519,704
449,659,520,705
449,658,521,702
448,658,520,703
449,658,521,704
449,660,522,703
449,660,517,703
450,662,524,706
449,661,521,701
449,659,521,703
449,659,520,703
448,658,521,703
448,658,521,703
449,658,519,700
449,660,519,703
449,660,522,704
449,658,521,703
447,660,521,703
447,659,520,703
447,659,521,702
449,659,520,703
449,660,521,702
450,661,521,705
450,659,518,699
449,659,521,703
448,658,520,703
448,659,519,703
447,659,521,703
449,658,520,703
443,652,514,694
449,659,520,704
449,659,520,703
448,659,521,703
448,661,520,703
449,659,521,703
450,659,522,703
447,658,521,703
448,659,521,703
449,660,521,702
449,659,519,703
449,659,520,703
449,659,520,702
448,659,520,703
448,658,521,703
448,658,517,701
447,656,520,703
450,660,520,703
449,660,520,703
448,659,521,703
448,658,519,703
448,657,521,702
447,659,520,703
450,661,522,706
448,659,522,703
448,659,521,703
448,658,518,703
448,658,521,703
450,659,523,703
449,660,520,702
447,657,518,703
448,660,521,703
449,659,521,702
448,657,521,703
448,658,520,702
450,659,520,703
448,658,521,703
449,660,522,703
450,660,523,703
448,658,521,703
447,658,521,704
449,659,521,703
447,658,521,703
448,659,523,702
448,660,521,703
449,659,522,705
448,659,520,703
447,656,518,703
449,658,521,703
449,659,521,703
448,660,522,704
449,659,521,703
449,655,517,700
451,665,523,707
449,660,521,703
449,659,521,704
449,659,520,703
450,660,521,703
448,659,521,703
451,656,518,701
449,660,520,702
450,659,522,703
449,659,520,703
446,657,523,706
449,660,521,705
449,660,521,703
449,659,521,704
448,660,521,704
450,660,521,704
449,659,521,703
449,658,521,703
450,660,521,703
450,659,520,704
449,659,520,703
449,660,522,703
449,658,522,701
449,659,520,703
449,659,520,705
447,657,519,705
449,660,522,703
449,661,520,703
448,660,520,702
450,658,521,703
451,664,526,707
449,659,523,703
449,660,522,703
449,660,522,703
448,661,521,704
448,660,521,704
448,660,520,703
442,650,514,694
449,659,522,703
450,660,522,704
449,660,522,703
451,659,521,703
449,659,521,704
449,658,521,704
449,659,521,704
452,665,524,706
450,659,521,704
449,659,522,703
450,661,521,705
449,659,523,703
449,660,522,705
450,660,521,704
449,659,520,703
450,660,523,704
449,660,519,704
450,659,522,705
449,661,521,704
449,660,520,704
450,661,522,702
433,660,522,699
457,662,524,707
450,661,521,704
450,660,523,703
449,660,519,703
447,657,520,706
449,660,522,705
449,660,522,704
441,650,512,692
450,659,522,705
450,661,522,705
449,660,521,704
449,660,521,704
449,658,522,703
449,660,521,703
450,660,520,703
450,660,522,705
449,659,521,705
449,660,520,704
450,662,522,705
450,658,518,702
448,661,522,704
449,661,522,704
450,661,523,707
449,661,522,704
451,661,522,704
450,659,521,705
449,660,520,704
449,660,522,704
451,660,522,704
443,650,514,693
449,660,521,704
450,662,522,705
450,661,521,706
449,660,522,704
449,660,522,705
451,661,524,705
449,660,521,703
449,663,522,705
449,661,523,705
450,663,523,702
449,660,522,706
450,660,521,704
449,662,522,704
450,660,523,705
449,661,521,704
450,662,521,704
449,661,521,704
453,662,523,706
449,660,521,703
449,660,520,704
449,660,522,704
449,660,521,704
452,664,523,708
450,660,522,704
450,661,520,707
451,661,518,704
450,661,521,704
449,659,522,705
450,661,522,705
444,650,515,695
450,660,522,705
449,660,522,704
450,661,522,704
450,662,522,703
450,660,521,705
449,661,522,704
449,663,523,704
445,655,517,699
450,661,523,705
449,660,522,705
449,660,522,705
449,659,524,704
449,660,522,704
447,658,522,705
451,661,522,706
450,657,521,704
449,658,522,704
449,661,522,704
450,661,522,704
449,661,522,704
449,661,522,705
449,659,522,704
449,663,523,708
448,661,523,705
450,660,522,705
450,660,523,705
450,660,523,705
449,660,524,705
449,661,522,703
445,661,522,703
449,662,523,705
450,662,520,701
449,660,521,705
450,661,522,704
450,660,522,705
450,660,523,706
449,661,523,705
451,658,520,701
450,660,522,705
450,662,522,704
449,661,524,704
449,661,522,705
449,660,523,704
449,659,524,705
448,658,519,701
450,661,522,705
450,659,521,704
449,661,521,704
450,660,522,705
450,661,522,704
449,660,522,705
451,660,521,704
451,662,523,706
453,661,523,704
449,660,522,704
450,662,521,702
449,660,522,705
449,659,522,704
449,660,522,704
448,658,520,701
449,661,522,705
450,660,520,705
450,660,522,704
449,661,522,706
450,661,520,706
450,660,523,704
451,661,521,704
452,660,522,706
450,661,522,704
449,661,523,705
449,659,524,705
450,660,522,705
449,660,520,704
449,661,521,704
443,652,515,694
452,661,521,706
450,661,521,704
449,660,522,705
450,660,523,705
449,661,522,705
449,660,521,704
449,660,521,704
451,661,522,705
449,660,522,703
448,662,523,705
450,660,522,704
450,661,522,704
448,661,522,705
449,661,521,705
441,648,513,693
449,661,521,705
450,660,522,705
450,660,522,703
449,659,522,704
450,661,522,705
449,660,521,704
449,660,517,705
451,663,526,706
450,658,522,705
449,660,521,704
449,660,523,705
449,658,521,704
450,660,520,704
449,661,523,705
446,655,516,697
449,658,521,704
449,661,521,704
449,660,520,705
449,660,522,703
450,660,521,704
449,661,522,704
449,659,523,703
451,664,528,707
449,659,522,704
449,659,522,703
449,660,522,704
449,660,521,704
449,660,521,704
449,660,523,703
440,650,513,693
447,659,521,703
448,660,520,704
450,658,521,703
446,660,521,703
450,660,521,703
448,659,521,703
449,659,521,702
