     724526, rtd, 67, -839 2368 82 75 0, 440.1769, 336.3313, 177.7626, 348576
     724830, rtd, 67, -856 2368 253 75 0, 445.3308, 335.9718, 177.3579, 348772
     725135, rtd, 67, -511 2368 147 75 0, 456.1896, 335.1499, 177.9327, 349185
     725438, rtd, 67, -511 2368 147 75 0, 461.1611, 334.7226, 177.1704, 349385
     725726, rtd, 67, -398 2368 135 75 0, 471.7361, 333.8798, 177.6208, 349765
     726029, rtd, 67, -393 2368 88 75 0, 477.5607, 333.4883, 177.8946, 349999
     726333, rtd, 67, -393 2368 88 75 0, 487.6884, 332.6584, 177.9350, 350379
     726634, rtd, 67, -393 2368 199 75 0, 493.1311, 332.2931, 177.4539, 350588
     726938, rtd, 67, -393 2368 199 75 0, 503.9874, 331.3590, 177.4506, 350991
     727227, rtd, 67, -393 2368 120 75 0, 509.8761, 330.8875, 176.9946, 351213
     727531, rtd, 67, -393 2368 215 75 0, 520.1407, 329.9613, 177.2647, 351612
     727835, rtd, 67, -393 2961 7 75 0, 525.4712, 329.5167, 177.7121, 351814
     728138, rtd, 67, -393 3102 31 75 0, 535.0037, 328.7428, 177.8271, 352201
     728426, rtd, 67, -393 3137 43 75 0, 540.4253, 328.3125, 177.6186, 352403
     728727, rtd, 67, -393 3137 43 75 0, 551.8254, 327.4635, 177.4218, 352859
     729031, rtd, 67, -393 3142 49 75 0, 556.6228, 327.1203, 177.7291, 353042
     729336, rtd, 67, -393 3142 173 75 0, 567.1542, 326.3559, 178.1949, 353450
     729638, rtd, 67, -393 3142 173 75 0, 571.8231, 326.1087, 177.6328, 353656
     729926, rtd, 67, -393 3142 242 75 0, 582.0457, 325.3181, 177.7217, 354042
     730230, rtd, 67, -393 3142 242 75 0, 586.8232, 324.8767, 178.5297, 354222
     730535, rtd, 67, -393 3142 37 75 0, 597.1937, 324.0283, 178.6347, 354629
     730838, rtd, 67, -393 3142 37 75 0, 602.0924, 323.6423, 177.9068, 354827
     731126, rtd, 67, -393 3142 46 0 -500, 612.3686, 322.6675, 178.9291, 355242
     731429, rtd, 67, -393 3142 50 0 -500, 612.6562, 323.1171, 173.4086, 355453
     731733, rtd, 67, -393 3142 38 0 -500, 612.5925, 322.9848, 161.8096, 355855
     732037, rtd, 67, -393 3142 38 0 -500, 612.6754, 323.0711, 155.4480, 356060
     732322, rtd, 67, -393 3142 39 0 -500, 612.6731, 323.2126, 144.9216, 356438
     732626, rtd, 67, -393 3142 175 0 -500, 612.7307, 323.2162, 138.8981, 356634
     732930, rtd, 67, -393 3142 175 0 -500, 612.6677, 323.2587, 127.5225, 357040
     733234, rtd, 67, -393 3142 175 0 -500, 612.6836, 323.2825, 120.9391, 357269
     733538, rtd, 67, -393 -2545 108 0 -500, 612.6107, 323.2313, 110.3909, 357657
     733826, rtd, 67, -393 -2545 108 0 -500, 612.6040, 323.2305, 103.8030, 357860
     734130, rtd, 67, -393 -2377 4 0 -500, 612.5806, 323.3765, 97.0848, 358086
     734434, rtd, 67, -393 -1764 150 0 -500, 612.5501, 323.5234, 85.7029, 358470
     734738, rtd, 67, -393 -1616 109 0 -500, 612.4725, 323.7142, 78.4574, 358698
     735026, rtd, 67, -393 -1581 203 0 -500, 612.5254, 323.6314, 67.0105, 359098
     735329, rtd, 67, -393 -1571 136 0 -500, 612.4752, 323.7536, 61.0956, 359304
     735633, rtd, 67, -393 -1571 136 0 -500, 612.4551, 323.8852, 48.9843, 359714
     735936, rtd, 67, -393 -1571 136 0 -500, 612.3198, 323.9178, 43.6045, 359915
     736240, rtd, 67, -393 -1571 136 75 0, 609.5767, 326.5186, 35.5820, 360292
     736527, rtd, 67, -393 -1571 110 75 0, 605.8422, 329.9093, 35.2681, 360472
     736831, rtd, 67, -393 -1571 110 75 0, 597.9910, 337.1212, 34.8301, 360876
     737135, rtd, 67, -393 -1571 110 75 0, 593.7563, 340.8472, 34.9440, 361107
     737438, rtd, 67, -393 -967 89 75 0, 586.4767, 347.5576, 35.0744, 361502
     737726, rtd, 67, -393 -829 200 75 0, 582.7685, 350.7588, 35.0602, 361702
     738029, rtd, 67, -393 -797 127 75 0, 574.6544, 358.0549, 34.7609, 362118
     738333, rtd, 67, -393 -781 240 0 -500, 570.6163, 361.7177, 35.3767, 362340
     738636, rtd, 67, -393 -774 140 0 -500, 565.1253, 365.7166, 32.1345, 362764
     738940, rtd, 67, -393 -774 97 0 -500, 565.1681, 365.7901, 25.4850, 362977
     739228, rtd, 67, -393 -774 197 0 -500, 564.9019, 365.7786, 15.1785, 363323
     739531, rtd, 67, -393 -774 133 0 -500, 564.9062, 365.7512, 8.1754, 363564
     739834, rtd, 67, -393 -774 133 0 -500, 564.7882, 365.5105, -4.3868, 363977
     740138, rtd, 67, -393 -181 94 0 -500, 564.7681, 365.5139, -10.6001, 364174
     740426, rtd, 67, -393 -40 74 0 -500, 564.5880, 365.3507, -21.9644, 364564
     740729, rtd, 67, -393 -40 74 0 -500, 564.4724, 365.2845, -28.0701, 364771
     741031, rtd, 67, -393 -5 64 0 -500, 564.4188, 365.0823, -39.7044, 365180
     741335, rtd, 67, -393 0 59 0 -500, 564.3865, 364.9250, -45.8950, 365386
     741639, rtd, 67, -393 0 59 0 -500, 564.2907, 364.8058, -56.6616, 365778
     741928, rtd, 67, -393 597 56 0 -500, 564.2782, 364.6500, -62.1000, 365949
     742231, rtd, 67, -393 735 55 0 -500, 564.2241, 364.5557, -68.9432, 366183
     742535, rtd, 67, -393 765 176 0 -500, 564.2534, 364.4150, -81.2780, 366597
     742836, rtd, 67, -393 765 176 0 -500, 564.2907, 364.4492, -86.0090, 366769
     743124, rtd, 67, -393 774 142 0 -500, 564.3796, 364.2090, -98.8918, 367200
     743428, rtd, 67, -393 1383 226 0 -500, 564.4601, 364.0463, -104.9690, 367405
     743733, rtd, 67, -393 1526 133 0 -500, 564.5847, 363.7864, -116.6969, 367796
     744037, rtd, 67, -393 1526 133 0 -500, 564.6456, 363.8050, -121.3998, 367963
     744340, rtd, 67, -393 1561 222 0 -500, 564.8117, 363.8711, -133.8745, 368401
     744628, rtd, 67, -393 1561 222 0 -500, 564.8118, 363.8316, -139.2777, 368588
     744931, rtd, 67, -393 2175 10 0 -500, 564.9917, 363.8868, -151.2875, 369017
     745235, rtd, 67, -393 2313 153 0 500, 564.9409, 363.9232, -149.9723, 369218
     745539, rtd, 67, -393 2313 153 0 500, 564.7543, 363.8167, -138.7850, 369604
     745826, rtd, 67, -393 1746 232 75 0, 564.7485, 363.8546, -132.7116, 369810
     746130, rtd, 67, -393 1611 136 75 0, 567.5670, 358.6611, -127.0951, 370213
     746434, rtd, 67, -393 1611 136 75 0, 570.2797, 353.8929, -126.8912, 370416
     746735, rtd, 67, -393 1576 88 75 0, 575.7633, 344.5642, -126.6260, 370830
     747038, rtd, 67, -393 1576 88 75 0, 578.0583, 340.4639, -126.4583, 371027
     747326, rtd, 67, -393 1571 199 75 0, 583.4105, 331.2744, -126.8380, 371430
     747630, rtd, 67, -393 1571 255 75 0, 585.6650, 327.1258, -126.9529, 371630
     747934, rtd, 67, -393 1571 27 75 0, 590.8917, 317.7094, -126.4821, 372040
     748238, rtd, 67, -393 1571 162 75 0, 593.8045, 312.4169, -126.5948, 372287
     748526, rtd, 67, -393 1571 162 75 0, 598.3287, 304.0259, -126.9274, 372618
     748830, rtd, 67, -393 1571 130 75 0, 601.5926, 298.2276, -126.5189, 372874
     749132, rtd, 67, -393 1571 130 0 500, 604.3934, 291.4481, -128.7889, 373258
     749437, rtd, 67, 70 1571 244 0 500, 603.9493, 291.9186, -121.5705, 373487
     749741, rtd, 67, 75 1571 155 0 500, 603.7761, 292.0410, -110.9392, 373861
     750028, rtd, 67, -275 1571 233 0 500, 603.6870, 292.0838, -105.4988, 374036
     750332, rtd, 67, -275 1571 233 0 500, 603.5967, 292.2186, -98.7800, 374277
     750636, rtd, 67, -275 1571 233 0 500, 603.4417, 292.3471, -85.7760, 374694
     750937, rtd, 67, 55 1571 103 0 500, 603.4327, 292.4525, -79.6135, 374898
     751226, rtd, 67, 55 1571 103 0 500, 603.3077, 292.5067, -68.7983, 375293
     751530, rtd, 67, -280 1571 79 0 500, 603.2464, 292.6089, -62.7233, 375499
     751833, rtd, 67, -366 967 67 0 500, 603.2502, 292.7887, -51.4750, 375880
     752137, rtd, 67, -387 829 61 0 500, 603.3254, 292.9197, -44.8996, 376108
     752425, rtd, 67, 50 781 191 0 500, 603.4547, 293.1349, -33.5820, 376515
     752729, rtd, 67, 70 45 35 0 500, 603.4908, 293.2337, -28.2140, 376717
     753033, rtd, 67, -275 10 173 0 500, 603.5784, 293.3924, -16.8794, 377104
     753337, rtd, 67, -361 0 249 0 500, 603.7446, 293.5255, -9.7026, 377335
     753639, rtd, 67, -361 0 249 0 500, 603.9860, 293.5583, 1.9651, 377718
     753927, rtd, 67, -382 0 152 75 0, 604.0277, 293.5391, 9.6337, 377944
     754231, rtd, 67, -382 0 152 75 0, 597.2572, 295.8820, 12.1153, 378322
     754536, rtd, 67, -382 0 152 75 0, 592.2788, 297.6588, 12.2034, 378518
     754836, rtd, 67, -389 0 224 75 0, 582.4170, 301.0083, 12.2307, 378927
     755126, rtd, 67, -393 0 146 75 0, 577.7245, 302.8321, 12.4832, 379134
     755428, rtd, 67, -393 -597 100 75 0, 572.5396, 304.5245, 12.3834, 379345
     755733, rtd, 67, -393 -735 198 75 0, 560.9563, 308.5195, 12.0496, 379820
     756037, rtd, 67, -393 -765 254 75 0, 557.2286, 309.9327, 12.5389, 379959
     756338, rtd, 67, -393 -774 26 75 0, 546.3999, 313.7664, 12.0972, 380410
     756626, rtd, 67, -393 -774 26 75 0, 541.5690, 315.5616, 12.6393, 380611
     756930, rtd, 67, -393 -774 26 75 0, 531.5716, 318.9886, 12.5673, 381023
     757233, rtd, 67, -393 -774 128 75 0, 527.4802, 320.4396, 12.2331, 381201
     757537, rtd, 67, -393 -774 84 75 0, 517.8576, 323.7020, 12.2914, 381592
     757825, rtd, 67, -393 -774 62 75 0, 513.2869, 325.4478, 12.4870, 381792
     758129, rtd, 67, -393 -774 51 75 0, 502.5245, 329.1431, 12.3672, 382208
     758433, rtd, 67, -393 -774 46 75 0, 496.9953, 331.1525, 12.4132, 382440
     758737, rtd, 67, -393 -774 43 75 0, 487.5233, 334.3959, 12.7848, 382828
     759040, rtd, 67, -393 -774 42 75 0, 481.4958, 336.5000, 12.5607, 383059
     759328, rtd, 67, -393 -774 176 75 0, 472.0481, 339.7521, 12.4550, 383444
     759632, rtd, 67, -393 -774 176 75 0, 466.0137, 341.7721, 12.0581, 383678
     759933, rtd, 67, -856 -774 133 75 0, 456.9735, 344.8378, 12.1671, 384029
     760237, rtd, 67, -856 -774 10 75 0, 451.3470, 346.6619, 12.4223, 384261
     760525, rtd, 67, -856 -774 10 75 0, 446.2427, 348.4794, 12.5729, 384469
     760829, rtd, 67, -856 -774 71 75 0, 435.8200, 351.9466, 12.4132, 384881
     761133, rtd, 67, -856 -774 48 75 0, 431.8502, 353.3288, 12.3570, 385050
     761437, rtd, 67, -856 -774 42 75 0, 421.3515, 356.9085, 12.3861, 385465
     761740, rtd, 67, -856 -1075 41 75 0, 415.4332, 358.8878, 12.1745, 385682
     762028, rtd, 67, -856 -1095 41 75 0, 406.3612, 362.0684, 12.0238, 386050
     762332, rtd, 67, -856 -1095 41 75 0, 399.7919, 364.3010, 12.4290, 386314
     762633, rtd, 67, -1095 -1459 161 75 0, 389.1730, 367.9225, 12.3251, 386723
     762938, rtd, 67, -1155 -1546 93 75 0, 384.9107, 369.3452, 12.4392, 386898
     763226, rtd, 67, -1173 -1566 234 75 0, 374.9795, 372.9026, 12.6056, 387283
     763530, rtd, 67, -1178 -1571 177 75 0, 369.1482, 374.7993, 12.1853, 387513
     763832, rtd, 67, -1178 -1571 148 75 0, 358.1228, 378.6486, 12.2390, 387940
     764137, rtd, 67, -1178 -1571 94 75 0, 353.3207, 380.1851, 12.0684, 388130
     764441, rtd, 67, -1178 -1571 60 0 -500, 348.3964, 380.9930, 12.6855, 388507
     764726, rtd, 67, -1178 -1571 218 0 -500, 348.3096, 381.1080, 5.5972, 388748
     765030, rtd, 67, -1178 -1571 250 0 -500, 348.1139, 381.0019, -6.3136, 389160
     765335, rtd, 67, -1178 -967 145 0 -500, 348.1438, 380.9441, -12.1355, 389358
