rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5920, 300.8747, -178.3859, 72522
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5920, 300.8747, -178.3859, 72522
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5920, 300.8747, -178.3859, 72522
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5920, 300.8747, -178.3859, 72522
rtd, 62, -5, 0, 6132, 393, -3137, 749, 150, 0, 229.5920, 300.8747, -178.3859, 72522
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6239, 300.8971, -178.4505, 72550
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6239, 300.8971, -178.4505, 72550
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6239, 300.8971, -178.4505, 72550
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6239, 300.8971, -178.4505, 72550
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5896, 300.8777, -178.4404, 72732
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5896, 300.8777, -178.4404, 72732
rtd, 62, -5, 0, 6132, 393, -3137, 749, 150, 0, 229.5896, 300.8777, -178.4404, 72732
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5896, 300.8777, -178.4404, 72732
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5896, 300.8777, -178.4404, 72732
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5865, 300.8869, -178.4244, 72934
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5865, 300.8869, -178.4244, 72934
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5865, 300.8869, -178.4244, 72934
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5865, 300.8869, -178.4244, 72934
rtd, 62, -5, 0, 6132, 393, 3142, 872, 150, 0, 229.5865, 300.8869, -178.4244, 72934
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5360, 300.8778, -178.1474, 73175
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5360, 300.8778, -178.1474, 73175
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5360, 300.8778, -178.1474, 73175
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5360, 300.8778, -178.1474, 73175
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6136, 300.8520, -178.5470, 73380
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6136, 300.8520, -178.5470, 73380
rtd, 62, -5, 0, 6132, 393, 3142, 872, 150, 0, 229.6136, 300.8520, -178.5470, 73380
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6136, 300.8520, -178.5470, 73380
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.6136, 300.8520, -178.5470, 73380
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5879, 300.8832, -178.5099, 73576
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5879, 300.8832, -178.5099, 73576
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5879, 300.8832, -178.5099, 73576
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5879, 300.8832, -178.5099, 73576
rtd, 62, -5, 0, 6132, 393, 3142, 700, 150, 0, 229.5879, 300.8832, -178.5099, 73576
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5692, 300.8572, -178.4341, 73734
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5692, 300.8572, -178.4341, 73734
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5692, 300.8572, -178.4341, 73734
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5692, 300.8572, -178.4341, 73734
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5930, 300.9077, -178.5089, 73946
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5930, 300.9077, -178.5089, 73946
rtd, 62, -5, 0, 6132, 393, 3142, 700, 150, 0, 229.5930, 300.9077, -178.5089, 73946
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5930, 300.9077, -178.5089, 73946
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5930, 300.9077, -178.5089, 73946
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5937, 300.8729, -178.5027, 74138
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5937, 300.8729, -178.5027, 74138
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5937, 300.8729, -178.5027, 74138
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5937, 300.8729, -178.5027, 74138
rtd, 62, -5, 0, 6132, 393, 3142, 1062, 0, 1000, 229.5937, 300.8729, -178.5027, 74138
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5903, 300.8697, -178.4814, 74361
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5903, 300.8697, -178.4814, 74361
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5903, 300.8697, -178.4814, 74361
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5903, 300.8697, -178.4814, 74361
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5626, 300.9105, -178.1471, 74580
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5626, 300.9105, -178.1471, 74580
rtd, 62, -5, 0, 6132, 393, 3142, 1062, 0, 1000, 229.5626, 300.9105, -178.1471, 74580
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5626, 300.9105, -178.1471, 74580
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5626, 300.9105, -178.1471, 74580
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5861, 300.8755, -178.5595, 74767
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5861, 300.8755, -178.5595, 74767
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5861, 300.8755, -178.5595, 74767
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5861, 300.8755, -178.5595, 74767
rtd, 62, -5, 0, 6132, 393, 2545, 807, 0, 1000, 229.5861, 300.8755, -178.5595, 74767
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5982, 300.8560, -178.5020, 74927
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5982, 300.8560, -178.5020, 74927
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5982, 300.8560, -178.5020, 74927
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5982, 300.8560, -178.5020, 74927
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5863, 300.8628, -178.4582, 75112
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5863, 300.8628, -178.4582, 75112
rtd, 62, -5, 0, 6132, 393, 2545, 807, 0, 1000, 229.5863, 300.8628, -178.4582, 75112
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5863, 300.8628, -178.4582, 75112
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5863, 300.8628, -178.4582, 75112
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5905, 300.8551, -178.4503, 75366
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5905, 300.8551, -178.4503, 75366
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5905, 300.8551, -178.4503, 75366
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5905, 300.8551, -178.4503, 75366
rtd, 62, -5, 0, 6132, 393, 2407, 815, 0, 1000, 229.5905, 300.8551, -178.4503, 75366
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5766, 300.8670, -178.4646, 75555
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5766, 300.8670, -178.4646, 75555
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5766, 300.8670, -178.4646, 75555
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5766, 300.8670, -178.4646, 75555
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5539, 300.8621, -178.4254, 75747
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5539, 300.8621, -178.4254, 75747
rtd, 62, -5, 0, 6132, 393, 1770, 819, 0, 1000, 229.5539, 300.8621, -178.4254, 75747
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5539, 300.8621, -178.4254, 75747
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5539, 300.8621, -178.4254, 75747
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5652, 300.8575, -178.4500, 75952
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5652, 300.8575, -178.4500, 75952
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5652, 300.8575, -178.4500, 75952
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5652, 300.8575, -178.4500, 75952
rtd, 62, -5, 0, 6132, 393, 1616, 956, 0, 1000, 229.5652, 300.8575, -178.4500, 75952
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5639, 300.8288, -178.4524, 76135
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5639, 300.8288, -178.4524, 76135
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5639, 300.8288, -178.4524, 76135
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5639, 300.8288, -178.4524, 76135
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5883, 300.8625, -178.5159, 76362
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5883, 300.8625, -178.5159, 76362
rtd, 62, -5, 0, 6132, 393, 1581, 1160, 0, 1000, 229.5883, 300.8625, -178.5159, 76362
rtd, 62, -5, 0, 6132, 0, 0, 0, 0, 0, 229.5883, 300.8625, -178.5159, 76362
